Title,Meta_score,Summary,User_score,GamesRelease,Descrition
SOUND SHAPES,84,play compose and share in a unique take on the classic sidescrolling platformer where your actions make the music with equal parts musical instrument and game sound shapes gives everyone the ability to make music set different shapes into the world to make musical notes and trigger sounds through your actions upload your levels for others to download and remix on their own sound shapes creates an ever-changing musical community for everyone to enjoy on the go,7.0,Nov 15 2013,eofficial site: http://us.playstation.com/games-and-media/games/sound-shapes-psvita.html scea action miscellaneous rhythm music maker music maker music
DUNGEON OF THE ENDLESS,84,dungeon of the endless is the award-winning rogue-like dungeon-defense game in which you and your team of heroes must protect the generator of your crashed ship while exploring an ever-expanding dungeon all while facing waves of monsters and special events as you try to find your way out…,5.4,May 19 2020,t amplitude studios strategy real-time general online multiplayer
CHICKEN POLICE - PAINT IT RED!,84,"sonny featherland and marty macchicken were once legendary detective partners in clawville pd predatory division nicknamed as the chicken police but that was a decade ago and time had passed them by sonny is a semi-alcoholic wreck of a bird on paid leave while marty still hides behind the facade of a star-detective on the night of new year's eve a mysterious woman visits sonny with an errand which goes back to a dark corner of his past now sonny and marty are back together again on a case stranger than anything they've ever encountered before! chicken police is an ""orwellesque buddycop noir adventure"" with a carefully crafted world a gritty dark story and absurd humor the game mixes elements of story-rich adventures with visual novel style dialogue-heavy storytelling complete with a complex interrogation system detective gameplay and an ever-changing city",tbd,Nov 5 2020, handygames adventure visual novel no online multiplayer
POLYBIUS,84,polybius is the latest trance-shooter from the creators of tempest 2000 and txk llamasoft,7.2,May 9 2017,e10+ llamasoft action shooter railspecial controllers: playstation vr compatible no online multiplayer
UNCHARTED: THE LOST LEGACY,84,the first standalone adventure in uncharted franchise history led by chloe frazer in order to recover a fabled ancient indian artefact and keep it out of the hands of a ruthless war profiteer chloe frazer must enlist the aid of renowned mercenary nadine ross (from uncharted 4: a thief's end) venturing deep into indias western ghats mountain range chloe and nadine must learn to work together to unearth the artefact and fight their way through fierce opposition to prevent the region from falling into chaos,8.0,Aug 22 2017,t naughty dog action action adventure general up to 10 players
WARGROOVE,84,take to the battlefield with wargroove a strategy game for up to 4 players choose your commander and wage turn-based war on battling factions design and share maps cut-scenes and campaigns with easy-to-use editors and in-depth customization tools,5.8,Jul 23 2019,e10+ chucklefish strategy turn-based tactics up to 4 players
SOULCALIBUR VI,84,history hides away more than one truth soulcalibur vi represents the latest entry in the premier weapons-based head-to-head fighting series and continues the epic struggle of warriors searching for the legendary soul swords taking place in the 16th century revisit the events of the original soulcalibur to uncover hidden truths [bandai namco],6.6,Oct 19 2018,t bandai namco games project soul action fighting 3d 2 players
ZEN PINBALL 2: ALIENS VS. PINBALL,84,survive xenomorph encounters in three thrilling pinball tables inspired by the alien franchise - join ellen ripley as she confronts the alien queen and helps the colonial marines eliminate lv-426's alien infestation on the aliens pinball table - help amanda ripley survive the dangerous halls of sevastopol station while evading a merciless xenomorph on the alien: isolation pinball table - defeat xenomorphs rise in the ranks of yautja society and choose your allies wisely on the alien vs predator pinball table - listen to original voiceovers and sound effects directly pulled from the alien franchise - leaderboards score tracking exciting social features and more,6.1,Apr 26 2016, zen studios action pinball
HATSUNE MIKU: PROJECT DIVA FUTURE TONE - COLORFUL TONE,84,explore the infinite world of hatsune miku through the most comprehensive project diva game ever released! hatsune miku: project diva future tone prelude comes with two songs and modules to customize to unlock the full potential of future tone purchase two packs bursting with 220 songs: future sound and colorful tone [playstationcom],7.7,Jan 10 2017,t sega action rhythm music
HATSUNE MIKU: PROJECT DIVA FUTURE TONE - FUTURE SOUND,84,explore the infinite world of hatsune miku through the most comprehensive project diva game ever released! hatsune miku: project diva future tone prelude comes with two songs and modules to customize to unlock the full potential of future tone purchase two packs bursting with 220 songs: future sound and colorful tone [playstationcom],7.5,Jan 10 2017,t sega action rhythm music
